symbol,setup_name,signal_ts,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,r_multiple,outcome
EEM,MeanReversion_D1,2025-05-28T00:00:00-04:00,2025-05-29T00:00:00-04:00,46.32,45.87,47.22,2025-05-30T00:00:00-04:00,45.87,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-05-30T00:00:00-04:00,2025-06-02T00:00:00-04:00,45.69,45.24,46.59,2025-06-05T00:00:00-04:00,46.59,TP hit,2.0,win
EEM,MeanReversion_D1,2025-06-13T00:00:00-04:00,2025-06-16T00:00:00-04:00,47.18,46.98,47.58,2025-06-17T00:00:00-04:00,46.98,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-06-17T00:00:00-04:00,2025-06-18T00:00:00-04:00,46.62,46.54,46.78,2025-06-18T00:00:00-04:00,46.54,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-07-07T00:00:00-04:00,2025-07-08T00:00:00-04:00,48.37,47.96,49.19,2025-07-14T00:00:00-04:00,48.34,time stop loss,-0.0732,loss
EEM,MeanReversion_D1,2025-07-28T00:00:00-04:00,2025-07-29T00:00:00-04:00,49.29,49.095,49.68,2025-07-30T00:00:00-04:00,49.095,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-08-01T00:00:00-04:00,2025-08-04T00:00:00-04:00,48.735,47.99,50.225,2025-08-08T00:00:00-04:00,49.43,time stop win,0.9329,win
EEM,MeanReversion_D1,2025-08-14T00:00:00-04:00,2025-08-15T00:00:00-04:00,50.03,49.74,50.61,2025-08-20T00:00:00-04:00,49.74,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-08-20T00:00:00-04:00,2025-08-21T00:00:00-04:00,49.58,49.45,49.84,2025-08-22T00:00:00-04:00,49.84,TP hit,2.0,win
EEM,MeanReversion_D1,2025-08-27T00:00:00-04:00,2025-08-28T00:00:00-04:00,49.86,49.595,50.39,2025-09-02T00:00:00-04:00,49.595,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-09-04T00:00:00-04:00,2025-09-05T00:00:00-04:00,50.54,49.54,52.54,2025-09-11T00:00:00-04:00,52.27,time stop win,1.73,win
EEM,MeanReversion_D1,2025-10-07T00:00:00-04:00,2025-10-08T00:00:00-04:00,54.13,54.025,54.34,2025-10-08T00:00:00-04:00,54.34,TP hit,2.0,win
EEM,MeanReversion_D1,2025-10-09T00:00:00-04:00,2025-10-10T00:00:00-04:00,53.96,53.81,54.26,2025-10-10T00:00:00-04:00,53.81,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-10-10T00:00:00-04:00,2025-10-13T00:00:00-04:00,53.44,51.825,56.67,2025-10-17T00:00:00-04:00,54.18,time stop win,0.4582,win
EEM,MeanReversion_D1,2025-10-14T00:00:00-04:00,2025-10-15T00:00:00-04:00,53.85,52.535,56.48,2025-10-21T00:00:00-04:00,54.315,time stop win,0.3536,win
EEM,MeanReversion_D1,2025-10-21T00:00:00-04:00,2025-10-22T00:00:00-04:00,54.43,54.315,54.66,2025-10-22T00:00:00-04:00,54.315,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-10-22T00:00:00-04:00,2025-10-23T00:00:00-04:00,54.49,54.01,55.45,2025-10-27T00:00:00-04:00,55.45,TP hit,2.0,win
EEM,MeanReversion_D1,2025-10-30T00:00:00-04:00,2025-10-31T00:00:00-04:00,55.34,55.32,55.38,2025-10-31T00:00:00-04:00,55.32,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-10-31T00:00:00-04:00,2025-11-03T00:00:00-05:00,55.69,55.04,56.99,2025-11-04T00:00:00-05:00,55.04,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-11-04T00:00:00-05:00,2025-11-05T00:00:00-05:00,54.64,54.61,54.7,2025-11-05T00:00:00-05:00,54.7,TP hit,2.0,win
EEM,MeanReversion_D1,2025-11-18T00:00:00-05:00,2025-11-19T00:00:00-05:00,53.84,53.675,54.17,2025-11-19T00:00:00-05:00,53.675,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-12-12T00:00:00-05:00,2025-12-15T00:00:00-05:00,54.57,54.105,55.5,2025-12-15T00:00:00-05:00,54.105,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-12-16T00:00:00-05:00,2025-12-17T00:00:00-05:00,53.255,52.77,54.225,2025-12-17T00:00:00-05:00,52.77,SL hit,-1.0,loss
EEM,MeanReversion_D1,2025-12-17T00:00:00-05:00,2025-12-18T00:00:00-05:00,53.28,52.58,54.68,2025-12-24T00:00:00-05:00,54.4,time stop win,1.6,win
EEM,MeanReversion_D1,2025-12-31T00:00:00-05:00,2026-01-02T00:00:00-05:00,55.89,54.675,58.32,2026-01-08T00:00:00-05:00,56.85,time stop win,0.7901,win
EEM,MeanReversion_D1,2026-01-20T00:00:00-05:00,2026-01-21T00:00:00-05:00,58.0,57.24,59.52,2026-01-27T00:00:00-05:00,59.52,TP hit,2.0,win
EEM,MeanReversion_D1,2026-02-05T00:00:00-05:00,2026-02-06T00:00:00-05:00,59.245,58.22,61.295,2026-02-11T00:00:00-05:00,61.295,TP hit,2.0,win
